,number,src_ip,dst_ip,proto,ip_pkt_len,ip_checksum_status,ip_ttl,ip_highest_layer,stream_index,src_port,dst_port,timestamp,time_delta,flags,tcp_flags_ack,tcp_flags_syn,tcp_flags_fin,tcp_flags_urg,tcp_checksum_status,icmp_type_code,icmp_checksum_status,label,label0,label1,label2,label3,label4,label5,label6
7908,1728,868484818,2203320607,6,40,2,255,TCP,1727,5580,25376,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7909,1736,790140101,2203320607,6,40,2,255,TCP,1735,5588,898,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7910,1744,1271037661,2203320607,6,40,2,255,TCP,1743,5596,12620,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7911,1752,1318015303,2203320607,6,40,2,255,TCP,1751,5604,21559,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7912,1760,1755228278,2203320607,6,40,2,255,TCP,1759,5612,22294,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7913,1768,702600673,2203320607,6,40,2,255,TCP,1767,5620,28505,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7914,1776,497929363,2203320607,6,40,2,255,TCP,1775,5628,21644,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7915,1784,366058192,2203320607,6,40,2,255,TCP,1783,5636,26583,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7916,1792,2034992341,2203320607,6,40,2,255,TCP,1791,5644,19326,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7917,1800,1411298896,2203320607,6,40,2,255,TCP,1799,5823,6053,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7918,1808,1863419797,2203320607,6,40,2,255,TCP,1807,5828,22,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7919,1816,1400135973,2203320607,6,40,2,255,TCP,1815,5836,16604,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7920,1824,858739480,2203320607,6,40,2,255,TCP,1823,5844,24303,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7921,1832,1962167596,2203320607,6,40,2,255,TCP,1831,5852,18740,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7922,1840,1455775591,2203320607,6,40,2,255,TCP,1839,5860,31196,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7923,1848,912736673,2203320607,6,40,2,255,TCP,1847,5868,5092,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7924,1856,1823301354,2203320607,6,40,2,255,TCP,1855,5876,12438,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7925,1864,906289012,2203320607,6,40,2,255,TCP,1863,5884,23815,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7926,1872,1658909127,2203320607,6,40,2,255,TCP,1871,5892,18328,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7927,1880,1521505153,2203320607,6,40,2,255,TCP,1879,5900,7543,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7928,1888,1246601662,2203320607,6,40,2,255,TCP,1887,5908,6174,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7929,1896,1565464881,2203320607,6,40,2,255,TCP,1895,5916,15057,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7930,1904,796631047,2203320607,6,40,2,255,TCP,1903,5924,16419,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7931,1912,766482995,2203320607,6,40,2,255,TCP,1911,5931,22680,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7932,1920,382992077,2203320607,6,40,2,255,TCP,1919,5940,21089,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7933,1928,488944891,2203320607,6,40,2,255,TCP,1927,17217,29503,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7934,1936,430082836,2203320607,6,40,2,255,TCP,1935,5953,16259,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7935,1944,1145297718,2203320607,6,40,2,255,TCP,1943,5960,20415,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7936,1952,1513900641,2203320607,6,40,2,255,TCP,1951,17223,22040,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7937,1960,928306929,2203320607,6,40,2,255,TCP,1959,17226,8376,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7938,1968,1049400181,2203320607,6,40,2,255,TCP,1967,17229,4549,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7939,1976,2118956479,2203320607,6,40,2,255,TCP,1975,17234,16261,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7940,1984,1586565610,2203320607,6,40,2,255,TCP,1983,5981,15089,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7941,1992,1156857704,2203320607,6,40,2,255,TCP,1991,5986,24919,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7942,2000,1504871315,2203320607,6,40,2,255,TCP,1999,17243,15646,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7943,2008,1820959944,2203320607,6,40,2,255,TCP,2007,17246,14907,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7944,2016,359743094,2203320607,6,40,2,255,TCP,2015,17248,18053,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7945,2024,2092624382,2203320607,6,40,2,255,TCP,2023,6008,11847,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7946,2032,245084862,2203320607,6,40,2,255,TCP,2031,6014,10444,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7947,2040,2126173451,2203320607,6,40,2,255,TCP,2039,6022,11320,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7948,2048,1166024452,2203320607,6,40,2,255,TCP,2047,6027,9017,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7949,2056,294184214,2203320607,6,40,2,255,TCP,2055,17261,15310,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7950,2064,1459726913,2203320607,6,40,2,255,TCP,2063,6034,28106,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7951,2072,1645023661,2203320607,6,40,2,255,TCP,2071,6039,23299,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7952,2080,2107811940,2203320607,6,40,2,255,TCP,2079,6043,20422,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7953,2088,593586330,2203320607,6,40,2,255,TCP,2087,17274,18651,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7954,2096,267062626,2203320607,6,40,2,255,TCP,2095,17277,9567,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7955,2104,2048700812,2203320607,6,40,2,255,TCP,2103,5653,7835,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7956,2112,913979964,2203320607,6,40,2,255,TCP,2111,5661,21520,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7957,2120,1255780006,2203320607,6,40,2,255,TCP,2119,5669,12366,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7958,2128,322045801,2203320607,6,40,2,255,TCP,2127,5677,2861,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7959,2136,153643346,2203320607,6,40,2,255,TCP,2135,5684,24846,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7960,2144,1687498414,2203320607,6,40,2,255,TCP,2143,6060,11288,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7961,2152,2066825865,2203320607,6,40,2,255,TCP,2151,6068,7057,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7962,2160,780014684,2203320607,6,40,2,255,TCP,2159,6076,17369,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7963,2168,978488432,2203320607,6,40,2,255,TCP,2167,6083,20348,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7964,2176,1080499821,2203320607,6,40,2,255,TCP,2175,6085,3474,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7965,2184,5816381,2203320607,6,40,2,255,TCP,2183,17288,17790,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7966,2192,596736924,2203320607,6,40,2,255,TCP,2191,6100,26654,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7967,2200,1926952165,2203320607,6,40,2,255,TCP,2199,6106,24120,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7968,2208,967245838,2203320607,6,40,2,255,TCP,2207,6110,11125,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7969,2216,1552587624,2203320607,6,40,2,255,TCP,2215,6116,32139,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7970,2224,514514176,2203320607,6,40,2,255,TCP,2223,5691,6158,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7971,2232,644853471,2203320607,6,40,2,255,TCP,2231,5700,8018,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7972,2240,737099708,2203320607,6,40,2,255,TCP,2239,5708,10113,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7973,2248,647249476,2203320607,6,40,2,255,TCP,2247,5716,23516,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7974,2256,1013596674,2203320607,6,40,2,255,TCP,2255,5724,13885,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7975,2264,846247225,2203320607,6,40,2,255,TCP,2263,5732,21532,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7976,2272,378526015,2203320607,6,40,2,255,TCP,2271,5740,19981,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7977,2280,1680258988,2203320607,6,40,2,255,TCP,2279,5748,32577,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7978,2288,423467635,2203320607,6,40,2,255,TCP,2287,5756,15618,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7979,2296,921019723,2203320607,6,40,2,255,TCP,2295,5764,32314,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7980,2304,750910668,2203320607,6,40,2,255,TCP,2303,5772,29419,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7981,2312,137820008,2203320607,6,40,2,255,TCP,2311,5780,2997,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7982,2320,485380231,2203320607,6,40,2,255,TCP,2319,5788,29013,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7983,2328,2027097474,2203320607,6,40,2,255,TCP,2327,5795,4215,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7984,2336,1775637976,2203320607,6,40,2,255,TCP,2335,5803,25296,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7985,2344,1277692120,2203320607,6,40,2,255,TCP,2343,5811,1060,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7986,2352,705700797,2203320607,6,40,2,255,TCP,2351,5819,28771,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7987,2360,524315664,2203320607,6,40,2,255,TCP,2359,5827,1543,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7988,2368,847690978,2203320607,6,40,2,255,TCP,2367,5835,19353,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7989,2376,684968620,2203320607,6,40,2,255,TCP,2375,5843,25899,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7990,2384,751467959,2203320607,6,40,2,255,TCP,2383,5851,14813,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7991,2392,430082836,2203320607,6,40,2,255,TCP,2391,5859,18779,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7992,2400,482021450,2203320607,6,40,2,255,TCP,2399,5867,12635,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7993,2408,418895180,2203320607,6,40,2,255,TCP,2407,5875,25377,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7994,2416,464033134,2203320607,6,40,2,255,TCP,2415,5883,2301,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7995,2424,1263514186,2203320607,6,40,2,255,TCP,2423,5891,7113,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7996,2432,1413806171,2203320607,6,40,2,255,TCP,2431,5899,10350,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7997,2440,801333462,2203320607,6,40,2,255,TCP,2439,5907,17758,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7998,2448,319194014,2203320607,6,40,2,255,TCP,2447,5915,14361,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
7999,2456,1401942566,2203320607,6,40,2,255,TCP,2455,5923,19115,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8000,2464,1810813637,2203320607,6,40,2,255,TCP,2463,5931,20778,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8001,2472,1674226963,2203320607,6,40,2,255,TCP,2471,6125,29610,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8002,2480,1923782365,2203320607,6,40,2,255,TCP,2479,6133,32290,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8003,2488,725065288,2203320607,6,40,2,255,TCP,2487,6141,7330,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8004,2496,333349339,2203320607,6,40,2,255,TCP,2495,6149,7520,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8005,2504,605292650,2203320607,6,40,2,255,TCP,2503,6157,25454,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8006,2512,2033317808,2203320607,6,40,2,255,TCP,2511,6165,9785,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8007,2520,1823581288,2203320607,6,40,2,255,TCP,2519,6173,8459,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8008,2528,359539507,2203320607,6,40,2,255,TCP,2527,6181,12939,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8009,2536,313823040,2203320607,6,40,2,255,TCP,2535,6189,27706,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8010,2544,1294469503,2203320607,6,40,2,255,TCP,2543,6197,4598,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8011,2552,741860320,2203320607,6,40,2,255,TCP,2551,6205,2425,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8012,2560,83920663,2203320607,6,40,2,255,TCP,2559,6213,14808,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8013,2568,1607271816,2203320607,6,40,2,255,TCP,2567,6221,23302,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8014,2576,403886167,2203320607,6,40,2,255,TCP,2575,6229,13649,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8015,2584,1673601032,2203320607,6,40,2,255,TCP,2583,6237,20706,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8016,2592,172184445,2203320607,6,40,2,255,TCP,2591,6245,5440,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8017,2600,845345305,2203320607,6,40,2,255,TCP,2599,6253,22731,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8018,2608,647218511,2203320607,6,40,2,255,TCP,2607,6261,24643,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8019,2616,435538379,2203320607,6,40,2,255,TCP,2615,6269,20033,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8020,2624,730465080,2203320607,6,40,2,255,TCP,2623,6277,698,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8021,2632,1774602096,2203320607,6,40,2,255,TCP,2631,6285,27265,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8022,2640,936147076,2203320607,6,40,2,255,TCP,2639,6293,16067,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8023,2648,838200895,2203320607,6,40,2,255,TCP,2647,6301,13451,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8024,2656,1368583108,2203320607,6,40,2,255,TCP,2655,6309,7230,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8025,2664,1136195692,2203320607,6,40,2,255,TCP,2663,6317,28959,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8026,2672,697251653,2203320607,6,40,2,255,TCP,2671,6325,22730,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8027,2680,1189922312,2203320607,6,40,2,255,TCP,2679,6333,4794,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8028,2688,1577281681,2203320607,6,40,2,255,TCP,2687,6341,22469,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8029,2696,1329883016,2203320607,6,40,2,255,TCP,2695,6347,21511,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8030,2704,776289160,2203320607,6,40,2,255,TCP,2703,17304,987,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8031,2712,951773219,2203320607,6,40,2,255,TCP,2711,6359,17934,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8032,2720,1853622770,2203320607,6,40,2,255,TCP,2719,6367,22339,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8033,2728,1136476375,2203320607,6,40,2,255,TCP,2727,17307,12160,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8034,2736,202052315,2203320607,6,40,2,255,TCP,2735,5946,2395,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8035,2744,1593127718,2203320607,6,40,2,255,TCP,2743,5953,17828,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8036,2752,1575657856,2203320607,6,40,2,255,TCP,2751,5960,15732,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8037,2760,1652735076,2203320607,6,40,2,255,TCP,2759,5967,19633,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8038,2768,1322162971,2203320607,6,40,2,255,TCP,2767,5975,31774,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8039,2776,1816975541,2203320607,6,40,2,255,TCP,2775,5983,11246,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8040,2784,761227988,2203320607,6,40,2,255,TCP,2783,5990,16977,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8041,2792,2040774978,2203320607,6,40,2,255,TCP,2791,5998,14854,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8042,2800,468339449,2203320607,6,40,2,255,TCP,2799,6009,922,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8043,2808,1195739256,2203320607,6,40,2,255,TCP,2807,6017,9887,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8044,2816,1172349380,2203320607,6,40,2,255,TCP,2815,6028,25993,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8045,2824,1427514360,2203320607,6,40,2,255,TCP,2823,6036,1477,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8046,2832,1905303098,2203320607,6,40,2,255,TCP,2831,6044,5138,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8047,2840,1997577378,2203320607,6,40,2,255,TCP,2839,6052,17480,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8048,2848,1800872824,2203320607,6,40,2,255,TCP,2847,6060,12635,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8049,2856,19440518,2203320607,6,40,2,255,TCP,2855,6068,9436,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8050,2864,26069759,2203320607,6,40,2,255,TCP,2863,6076,20086,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8051,2872,1386046793,2203320607,6,40,2,255,TCP,2871,6084,27504,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8052,2880,300144531,2203320607,6,40,2,255,TCP,2879,6092,24111,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8053,2888,43233958,2203320607,6,40,2,255,TCP,2887,6100,13747,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8054,2896,97608114,2203320607,6,40,2,255,TCP,2895,6108,9495,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8055,2904,2098972385,2203320607,6,40,2,255,TCP,2903,6110,6211,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8056,2912,2063901531,2203320607,6,40,2,255,TCP,2911,6117,19297,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8057,2920,2049864274,2203320607,6,40,2,255,TCP,2919,6382,28746,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8058,2928,1661366718,2203320607,6,40,2,255,TCP,2927,6389,11083,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8059,2936,1810185955,2203320607,6,40,2,255,TCP,2935,6396,3016,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8060,2944,885647789,2203320607,6,40,2,255,TCP,2943,6403,21273,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8061,2952,13084884,2203320607,6,40,2,255,TCP,2951,6410,1183,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8062,2960,1591699910,2203320607,6,40,2,255,TCP,2959,6418,14765,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8063,2968,726310558,2203320607,6,40,2,255,TCP,2967,6426,26984,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8064,2976,615414200,2203320607,6,40,2,255,TCP,2975,6434,24810,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8065,2984,1356294071,2203320607,6,40,2,255,TCP,2983,6442,27194,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8066,2992,1060276930,2203320607,6,40,2,255,TCP,2991,6450,32203,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8067,3000,821415159,2203320607,6,40,2,255,TCP,2999,6458,9210,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8068,3008,545115496,2203320607,6,40,2,255,TCP,3007,6466,1682,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8069,3016,72503580,2203320607,6,40,2,255,TCP,3015,6474,12874,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8070,3024,487607699,2203320607,6,40,2,255,TCP,3023,6482,2115,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8071,3032,2077047748,2203320607,6,40,2,255,TCP,3031,6490,24461,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8072,3040,1637034913,2203320607,6,40,2,255,TCP,3039,6498,22177,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8073,3048,1405543042,2203320607,6,40,2,255,TCP,3047,6506,21734,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8074,3056,629130668,2203320607,6,40,2,255,TCP,3055,6514,15406,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8075,3064,993501538,2203320607,6,40,2,255,TCP,3063,6521,7441,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8076,3072,319973106,2203320607,6,40,2,255,TCP,3071,6529,25493,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8077,3080,1686298907,2203320607,6,40,2,255,TCP,3079,6537,4679,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8078,3088,1473139922,2203320607,6,40,2,255,TCP,3087,6544,11484,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8079,3096,396393832,2203320607,6,40,2,255,TCP,3095,6550,7133,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8080,3104,625306309,2203320607,6,40,2,255,TCP,3103,6557,9312,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8081,3112,901735653,2203320607,6,40,2,255,TCP,3111,17326,24916,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8082,3120,230719972,2203320607,6,40,2,255,TCP,3119,17330,9567,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8083,3128,1116710290,2203320607,6,40,2,255,TCP,3127,17334,15663,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8084,3136,1741638798,2203320607,6,40,2,255,TCP,3135,6576,20222,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8085,3144,663657776,2203320607,6,40,2,255,TCP,3143,6581,23591,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8086,3152,1775921451,2203320607,6,40,2,255,TCP,3151,17342,7959,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8087,3160,410905007,2203320607,6,40,2,255,TCP,3159,6591,3077,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8088,3168,1056905771,2203320607,6,40,2,255,TCP,3167,6597,24724,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8089,3176,1509435536,2203320607,6,40,2,255,TCP,3175,6602,24822,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8090,3184,2074712927,2203320607,6,40,2,255,TCP,3183,17352,29784,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8091,3192,1895135636,2203320607,6,40,2,255,TCP,3191,6614,29894,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
8092,3200,2136385335,2203320607,6,40,2,255,TCP,3199,6621,32609,0,0,0x00000010,1,0,0,0,2,,,6,0,0,0,0,0,0,1
